TIPO DE PRODUCTO,RAZON SOCIAL VISITADA,ENTIDAD,INCUMPLIMIENTO
LLANTAS PARA AUTOMOVILES,EDA BATERIAS Y SERVICIO  S.A. DE C.V.,DISTRITO FEDERAL,CARECE DE CERTIFICADO DE CUMPLIMIENTO DE LA NOM
APARATOS ELECTRICOS,CENTRO FERRETERO PING?I Y/O JESUS EDGAR LOPEZ ARIAS,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
APARATOS ELECTRICOS,FERRETERA KIMURA  S. A. DE C. V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
APARATOS ELECTRICOS,FERRETERA KIMURA  S. A. DE C. V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
APARATOS ELECTRICOS,FERRETERA KIMURA  S. A. DE C. V.,DISTRITO FEDERAL,Carece de las caracteristicas electricas nominales de alimentacion del producto
ARTICULOS DESECHABLES,NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V.    (SUPERAMA),DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DESECHABLES,NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V.    (SUPERAMA),DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DESECHABLES,NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V.    (SUPERAMA),DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DEL HOGAR,NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V.    (SUPERAMA),DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ANDADERAS,TIENDAS SORIANA  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
CARRIOLA,TIENDAS SORIANA  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
CORRAL P/BEBE,TIENDAS SORIANA  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ANDADERAS,TIENDAS CHEDRAUI  S.A. DE C.V.,DISTRITO FEDERAL,CARECE DEL CERTIFICADO DE CONFORMIDAD CON LA NORMA
CARRIOLA,TIENDAS CHEDRAUI  S.A. DE C.V.,DISTRITO FEDERAL,carece de certificado de cumplimiento de la norma
ZAPATOS,USA SHOES Y/O MARIA TERESA GARCIA URZUA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ZAPATOS,USA SHOES Y/O MARIA TERESA GARCIA URZUA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ZAPATOS,USA SHOES Y/O MARIA TERESA GARCIA URZUA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ZAPATOS,USA SHOES Y/O MARIA TERESA GARCIA URZUA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ZAPATOS,USA SHOES Y/O MARIA TERESA GARCIA URZUA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ZAPATOS,USA SHOES Y/O MARIA TERESA GARCIA URZUA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
JOYERIA DE FANTASIA,CRISTAL Y GOLD Y/O CHEN SHAOHUA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
JOYERIA DE FANTASIA,CRISTAL Y GOLD Y/O CHEN SHAOHUA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
JOYERIA DE FANTASIA,CRISTAL Y GOLD Y/O CHEN SHAOHUA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
MANUALIDADES,IMPORTADORA ARVIL  S.A. DE C.V. Y/O ARVIC IMPORTACIONES,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
MANUALIDADES,IMPORTADORA ARVIL  S.A. DE C.V. Y/O ARVIC IMPORTACIONES,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
MANUALIDADES,IMPORTADORA ARVIL  S.A. DE C.V. Y/O ARVIC IMPORTACIONES,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ART. DE PERFUMERIA Y BELLEZA,RICARDO ERIC HUERTA HERNANDEZ,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ART. DE PERFUMERIA Y BELLEZA,RICARDO ERIC HUERTA HERNANDEZ,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ART. DE PERFUMERIA Y BELLEZA,RICARDO ERIC HUERTA HERNANDEZ,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ART. DE PERFUMERIA Y BELLEZA,RICARDO ERIC HUERTA HERNANDEZ,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ART. DE PERFUMERIA Y BELLEZA,RICARDO ERIC HUERTA HERNANDEZ,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
APARATOS ELECTRICOS,FERREMET S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
LAMPARAS,FERREMET S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
APARATOS ELECTRICOS,FERREMET S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
APARATOS ELECTRICOS,INTEC DE MEXICO  S.A.P.I. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
APARATOS ELECTRICOS,INTEC DE MEXICO  S.A.P.I. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
EQUIPO DE COMPUTO,ELEKTRA DEL MILENIO  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
EQUIPO DE COMPUTO,ELEKTRA DEL MILENIO  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
EQUIPO DE COMPUTO,ELEKTRA DEL MILENIO  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
VELADORAS  Y CERAS,ZARA HOME MEXICO  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DEL HOGAR,ZARA HOME MEXICO  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DEL HOGAR,ZARA HOME MEXICO  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
APARATOS ELECTRICOS,STEREN SHOP Y/O SERVICIOS PROFESIONALES ADMINISTRATIVOS DEL CENTRO SC DE RL DE C,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
APARATOS ELECTRICOS,STEREN SHOP Y/O SERVICIOS PROFESIONALES ADMINISTRATIVOS DEL CENTRO SC DE RL DE C,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ACCESORIOS ELECTRONICOS,STEREN SHOP Y/O SERVICIOS PROFESIONALES ADMINISTRATIVOS DEL CENTRO SC DE RL DE C,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE FERRETERIA,TLAPALERIA CHAVEZ Y/O ARMANDO CHAVEZ TREJO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE FERRETERIA,TLAPALERIA CHAVEZ Y/O ARMANDO CHAVEZ TREJO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE FERRETERIA,TLAPALERIA CHAVEZ Y/O ARMANDO CHAVEZ TREJO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
PANTALON,BI SHI MODA CASUAL Y/O BI SHI  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,BI SHI MODA CASUAL Y/O BI SHI  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,BI SHI MODA CASUAL Y/O BI SHI  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,BI SHI MODA CASUAL Y/O BI SHI  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ACCESORIOS ELECTRONICOS,VENTA DE ELECTRONICOS Y/O BI-LI ZHONG,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
APARATOS ELECTRICOS,VENTA DE ELECTRONICOS Y/O BI-LI ZHONG,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ACCESORIOS ELECTRONICOS,VENTA DE ELECTRONICOS Y/O BI-LI ZHONG,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,PINK SHOP Y/O JOSE ANTONIO LOPEZ SAINZ,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,PINK SHOP Y/O JOSE ANTONIO LOPEZ SAINZ,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,PINK SHOP Y/O JOSE ANTONIO LOPEZ SAINZ,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,PINK SHOP Y/O JOSE ANTONIO LOPEZ SAINZ,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
PANTALON,PINK SHOP Y/O JOSE ANTONIO LOPEZ SAINZ,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,VICIO Y VANIDAD Y/O MENDOZA HERNANDEZ MARIA ELENA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
PLAYERAS,VICIO Y VANIDAD Y/O MENDOZA HERNANDEZ MARIA ELENA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,VICIO Y VANIDAD Y/O MENDOZA HERNANDEZ MARIA ELENA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,VICIO Y VANIDAD Y/O MENDOZA HERNANDEZ MARIA ELENA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
PANTALON,VICIO Y VANIDAD Y/O MENDOZA HERNANDEZ MARIA ELENA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
MERCERIA Y BONETERIA,LISTON DE ORO Y/O FIDEL RAMOS CHAVEZ,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
MERCERIA Y BONETERIA,LISTON DE ORO Y/O FIDEL RAMOS CHAVEZ,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
MERCERIA Y BONETERIA,LISTON DE ORO Y/O FIDEL RAMOS CHAVEZ,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
APARATOS ELECTRICOS,COSAS Y DETALLES  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
LAMPARAS,COSAS Y DETALLES  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
APARATOS ELECTRICOS,COSAS Y DETALLES  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE PIEL,TALABARTERIA F G  22  Y/O GUTIERREZ PILLANO FABIOLA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE PIEL,TALABARTERIA F G  22  Y/O GUTIERREZ PILLANO FABIOLA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE PIEL,TALABARTERIA F G  22  Y/O GUTIERREZ PILLANO FABIOLA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE PIEL,TALABARTERIA F G  22  Y/O GUTIERREZ PILLANO FABIOLA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE PIEL,TALABARTERIA F G  22  Y/O GUTIERREZ PILLANO FABIOLA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE PIEL,TALABARTERIA F G  22  Y/O GUTIERREZ PILLANO FABIOLA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ART. DE PERFUMERIA Y BELLEZA,ALONDRA IMPORTACIONES  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ART. DE PERFUMERIA Y BELLEZA,ALONDRA IMPORTACIONES  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ART. DE PERFUMERIA Y BELLEZA,ALONDRA IMPORTACIONES  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ART. DE PERFUMERIA Y BELLEZA,ALONDRA IMPORTACIONES  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ART. DE PERFUMERIA Y BELLEZA,ALONDRA IMPORTACIONES  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
APARATOS ELECTRICOS,TIENDAS CHEDRAUI  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
APARATOS ELECTRICOS,TIENDAS CHEDRAUI  S.A. DE C.V.,DISTRITO FEDERAL,Carece de certificado de cumplimiento NOM
APARATOS ELECTRICOS,TIENDAS CHEDRAUI  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
APARATOS ELECTRICOS,TIENDAS CHEDRAUI  S.A. DE C.V.,DISTRITO FEDERAL,Carece de certificado de cumplimiento NOM
TEQUILA REPOSADO,LA VIKINA Y/O ROSA MARIA ALVAREZ ILLESCAS,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
FRIJOLES,LA VIKINA Y/O ROSA MARIA ALVAREZ ILLESCAS,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
LEGUMBRES ENLATADAS,LA VIKINA Y/O ROSA MARIA ALVAREZ ILLESCAS,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
TEQUILA REPOSADO,ABARROTES VINOS Y LICORES LA GUADALUPANA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
TEQUILA REPOSADO,ABARROTES VINOS Y LICORES LA GUADALUPANA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
TEQUILA REPOSADO,ABARROTES VINOS Y LICORES LA GUADALUPANA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARROZ,ABARROTES VINOS Y LICORES LA PERLA Y/O MARIA INES QUIROZ BONFIL,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ENLATADOS,ABARROTES VINOS Y LICORES LA PERLA Y/O MARIA INES QUIROZ BONFIL,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
BRANDY,ABARROTES VINOS Y LICORES LA PERLA Y/O MARIA INES QUIROZ BONFIL,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
BRANDY,ABARROTES VINOS Y LICORES LA PERLA Y/O MARIA INES QUIROZ BONFIL,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
RON,ABARROTES VINOS Y LICORES LA PERLA Y/O MARIA INES QUIROZ BONFIL,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
TEQUILA REPOSADO,COMERCIAL PADICO  S.A. DE C.V. (SUCURSAL CIBELES),DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
TEQUILA,COMERCIAL PADICO  S.A. DE C.V. (SUCURSAL CIBELES),DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
TEQUILA REPOSADO,COMERCIAL PADICO  S.A. DE C.V. (SUCURSAL CIBELES),DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
TEQUILA REPOSADO,COMERCIAL PADICO  S.A. DE C.V. (SUCURSAL CIBELES),DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
TEQUILA,ABARROTES LA HORMIGA Y/O JUAN GONZALEZ RIVERO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ENLATADOS,ABARROTES LA HORMIGA Y/O JUAN GONZALEZ RIVERO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
LEGUMBRES ENLATADAS,ABARROTES LA HORMIGA Y/O JUAN GONZALEZ RIVERO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
TEQUILA REPOSADO,VINO PARA CONOCEDORES  S.A. DE C.V. Y/O LA ANTIGUA CAVA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
TEQUILA REPOSADO,VINO PARA CONOCEDORES  S.A. DE C.V. Y/O LA ANTIGUA CAVA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
TEQUILA REPOSADO,VINO PARA CONOCEDORES  S.A. DE C.V. Y/O LA ANTIGUA CAVA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
MEZCAL REPOSADO,VINO PARA CONOCEDORES  S.A. DE C.V. Y/O LA ANTIGUA CAVA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
MEZCAL CON GUSANO,VINO PARA CONOCEDORES  S.A. DE C.V. Y/O LA ANTIGUA CAVA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
TEQUILA REPOSADO,LA ESPERANZA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
TEQUILA REPOSADO,LA ESPERANZA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
TEQUILA BLANCO,LA ESPERANZA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
TEQUILA REPOSADO,ABARROTES VINOS Y LICORES EL TAPANCO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
TEQUILA REPOSADO,ABARROTES VINOS Y LICORES EL TAPANCO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
TEQUILA REPOSADO,ABARROTES VINOS Y LICORES EL TAPANCO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
JUGUETES,SANBORN HERMANOS  S.A.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
JUGUETES,SANBORN HERMANOS  S.A.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
JUGUETES,SANBORN HERMANOS  S.A.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
LLANTAS PARA AUTOMOVILES,LLANTERA REVOLUCION Y/O MANUEL GOMEZ LEPE,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
LLANTAS PARA AUTOMOVILES,LLANTERA REVOLUCION Y/O MANUEL GOMEZ LEPE,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
LLANTAS PARA AUTOMOVILES,LLANTERA REVOLUCION Y/O MANUEL GOMEZ LEPE,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
LLANTAS PARA AUTOMOVILES,LLANTERA REVOLUCION Y/O MANUEL GOMEZ LEPE,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
LLANTAS PARA AUTOMOVILES,LLANTERA REVOLUCION Y/O MANUEL GOMEZ LEPE,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
LLANTAS PARA AUTOMOVILES,LLANTERA REVOLUCION Y/O MANUEL GOMEZ LEPE,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
LLANTAS PARA AUTOMOVILES,LLANTAS NONOALCO  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
LLANTAS PARA AUTOMOVILES,LLANTAS NONOALCO  S.A. DE C.V.,DISTRITO FEDERAL,CARECE DE CERTIFICADO DE CUMPLIMIENTO DE LA NOM
LLANTAS PARA AUTOMOVILES,LLANTERA CHAPULTEPEC Y/O FELIPE DE JESUS GARCIA MEDINA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
LLANTAS PARA AUTOMOVILES,LLANTERA CHAPULTEPEC Y/O FELIPE DE JESUS GARCIA MEDINA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
LLANTAS PARA AUTOMOVILES,LLANTERA CHAPULTEPEC Y/O FELIPE DE JESUS GARCIA MEDINA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
LLANTAS PARA AUTOMOVILES,LLANTERA CHAPULTEPEC Y/O FELIPE DE JESUS GARCIA MEDINA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
LLANTAS PARA AUTOMOVILES,RUEDAS RADIAL  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
LLANTAS PARA AUTOMOVILES,RUEDAS RADIAL  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
LLANTAS PARA AUTOMOVILES,RUEDAS RADIAL  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
LLANTAS PARA AUTOMOVILES,RUEDAS RADIAL  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
LLANTAS PARA AUTOMOVILES,RUEDAS RADIAL  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
LLANTAS PARA AUTOMOVILES,RUEDAS RADIAL  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
LLANTAS PARA AUTOMOVILES,AUTOSUSPENCIONES DE MEXICO Y/O EVA GODINEZ MU–OZ,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
LLANTAS PARA AUTOMOVILES,AUTOSUSPENCIONES DE MEXICO Y/O EVA GODINEZ MU–OZ,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
LLANTAS PARA AUTOMOVILES,AUTOSUSPENCIONES DE MEXICO Y/O EVA GODINEZ MU–OZ,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
LLANTAS PARA AUTOMOVILES,JASMAN AUTOMOTRIZ  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
LLANTAS PARA AUTOMOVILES,JASMAN AUTOMOTRIZ  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
LLANTAS PARA AUTOMOVILES,JASMAN AUTOMOTRIZ  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE FERRETERIA,FERRETERIA EL COMPETIDOR DE PORTALES,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE FERRETERIA,FERRETERIA EL COMPETIDOR DE PORTALES,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE FERRETERIA,FERRETERIA EL COMPETIDOR DE PORTALES,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
HERRAMIENTAS,FERRETERIA Y TLAPALERIA LA RONDANA Y/O ELIZABETH FUENTES NOLASCO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
HERRAMIENTAS,FERRETERIA Y TLAPALERIA LA RONDANA Y/O ELIZABETH FUENTES NOLASCO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
HERRAMIENTAS,FERRETERIA Y TLAPALERIA LA RONDANA Y/O ELIZABETH FUENTES NOLASCO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ACEITE COMESTIBLE,CENTRO DE DISTRIBUCION ORIENTE  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ACEITE LUBRICANTE AUTOMOTRIZ,CENTRO DE DISTRIBUCION ORIENTE  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ACEITE LUBRICANTE AUTOMOTRIZ,CENTRO DE DISTRIBUCION ORIENTE  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
LIQUIDO PARA FRENOS,CENTRO DE DISTRIBUCION ORIENTE  S.A. DE C.V.,DISTRITO FEDERAL,Carece de certificado de cumplimiento
LIQUIDO PARA FRENOS,CENTRO DE DISTRIBUCION ORIENTE  S.A. DE C.V.,DISTRITO FEDERAL,Carece de certificado de cumplimiento
LIQUIDO PARA FRENOS,REFACCIONES AUTOMOTRIZ PEGASO  S.A.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
LIQUIDO PARA FRENOS,REFACCIONES AUTOMOTRIZ PEGASO  S.A.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ACCESORIOS PARA AUTOS,REFACCIONARIA ARCOS Y/O JOSEFAT AURELIO ARCOS PLATA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ACEITE LUBRICANTE AUTOMOTRIZ,REFACCIONARIA ARCOS Y/O JOSEFAT AURELIO ARCOS PLATA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ACEITE LUBRICANTE AUTOMOTRIZ,REFACCIONARIA PORTALES  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ACEITE LUBRICANTE AUTOMOTRIZ,REFACCIONARIA PORTALES  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
LIQUIDO PARA FRENOS,REFACCIONARIA PORTALES  S.A. DE C.V.,DISTRITO FEDERAL,Carece de certificado de cumplimiento
ACCESORIOS PARA AUTOS,ALCES ACCESORIOS  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ACCESORIOS PARA AUTOS,ALCES ACCESORIOS  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ACCESORIOS PARA AUTOS,ALCES ACCESORIOS  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE PIEL,SANBORN HERMANOS  S.A. ( SANBORNS ),DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE PIEL,SANBORN HERMANOS  S.A. ( SANBORNS ),DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE PIEL,SANBORN HERMANOS  S.A. ( SANBORNS ),DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE PIEL,SANBORN HERMANOS  S.A. ( SANBORNS ),DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE PIEL,SANBORN HERMANOS  S.A. ( SANBORNS ),DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE PIEL,SANBORN HERMANOS  S.A. ( SANBORNS ),DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
PLAYERAS,SUBURBIA  S. DE R.L. DE C.V. (SUBURBIA),DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
PANTALON,SUBURBIA  S. DE R.L. DE C.V. (SUBURBIA),DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,SUBURBIA  S. DE R.L. DE C.V. (SUBURBIA),DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
